y,empirical_cdf,exact_cdf
0.1185352209,0.1634300000,0.1628925414
0.1185367102,0.1634400000,0.1628944115
0.1185424094,0.1634500000,0.1629015678
0.1185443601,0.1634600000,0.1629040171
0.1185449409,0.1634700000,0.1629047464
0.1185568388,0.1634800000,0.1629196857
0.1185729870,0.1634900000,0.1629399615
0.1185796308,0.1635000000,0.1629483034
0.1185796531,0.1635100000,0.1629483313
0.1185898259,0.1635200000,0.1629611040
0.1185945876,0.1635300000,0.1629670826
0.1186125868,0.1635400000,0.1629896811
0.1186370483,0.1635500000,0.1630203924
0.1186426271,0.1635600000,0.1630273964
0.1186563298,0.1635700000,0.1630445994
0.1186583583,0.1635800000,0.1630471461
0.1186660942,0.1635900000,0.1630568579
0.1186820382,0.1636000000,0.1630768739
0.1186832645,0.1636100000,0.1630784133
0.1186835193,0.1636200000,0.1630787333
0.1186852827,0.1636300000,0.1630809470
0.1186890440,0.1636400000,0.1630856688
0.1186979654,0.1636500000,0.1630968684
0.1187015531,0.1636600000,0.1631013723
0.1187190696,0.1636700000,0.1631233613
0.1187194932,0.1636800000,0.1631238931
0.1187388283,0.1636900000,0.1631481643
0.1187394700,0.1637000000,0.1631489699
0.1187417259,0.1637100000,0.1631518016
0.1187455687,0.1637200000,0.1631566253
0.1187511128,0.1637300000,0.1631635847
0.1187627065,0.1637400000,0.1631781375
0.1187639555,0.1637500000,0.1631797054
0.1188000069,0.1637600000,0.1632249570
0.1188411529,0.1637700000,0.1632766002
0.1188586886,0.1637800000,0.1632986087
0.1188593208,0.1637900000,0.1632994022
0.1188645097,0.1638000000,0.1633059145
0.1188709245,0.1638100000,0.1633139653
0.1188763439,0.1638200000,0.1633207668
0.1188849086,0.1638300000,0.1633315156
0.1188908331,0.1638400000,0.1633389508
0.1189054229,0.1638500000,0.1633572606
0.1189244527,0.1638600000,0.1633811421
0.1189367039,0.1638700000,0.1633965163
0.1189368472,0.1638800000,0.1633966961
0.1189414322,0.1638900000,0.1634024498
0.1189464985,0.1639000000,0.1634088075
0.1189504048,0.1639100000,0.1634137095
0.1189510145,0.1639200000,0.1634144746
0.1189569214,0.1639300000,0.1634218870
0.1189628321,0.1639400000,0.1634293040
0.1189777711,0.1639500000,0.1634480502
0.1189801291,0.1639600000,0.1634510090
0.1189873284,0.1639700000,0.1634600428
0.1190173511,0.1639800000,0.1634977148
0.1190210092,0.1639900000,0.1635023048
0.1190265371,0.1640000000,0.1635092408
0.1190401229,0.1640100000,0.1635262873
0.1190417767,0.1640200000,0.1635283623
0.1190522267,0.1640300000,0.1635414739
0.1190555417,0.1640400000,0.1635456332
0.1190573351,0.1640500000,0.1635478833
0.1190723041,0.1640600000,0.1635666643
0.1190757773,0.1640700000,0.1635710220
0.1190793429,0.1640800000,0.1635754956
0.1190865107,0.1640900000,0.1635844884
0.1190914333,0.1641000000,0.1635906645
0.1191010323,0.1641100000,0.1636027074
0.1191054547,0.1641200000,0.1636082558
0.1191410253,0.1641300000,0.1636528810
0.1191447309,0.1641400000,0.1636575297
0.1191629714,0.1641500000,0.1636804123
0.1191696515,0.1641600000,0.1636887924
0.1191711742,0.1641700000,0.1636907025
0.1191741067,0.1641800000,0.1636943812
0.1191892034,0.1641900000,0.1637133192
0.1191948863,0.1642000000,0.1637204480
0.1192013203,0.1642100000,0.1637285189
0.1192016896,0.1642200000,0.1637289822
0.1192024941,0.1642300000,0.1637299913
0.1192055752,0.1642400000,0.1637338563
0.1192256071,0.1642500000,0.1637589838
0.1192374881,0.1642600000,0.1637738869
0.1192377688,0.1642700000,0.1637742389
0.1192383683,0.1642800000,0.1637749909
0.1192438538,0.1642900000,0.1637818716
0.1192439856,0.1643000000,0.1637820369
0.1192726459,0.1643100000,0.1638179854
0.1192763344,0.1643200000,0.1638226118
0.1192776022,0.1643300000,0.1638242020
0.1192810316,0.1643400000,0.1638285033
0.1192922335,0.1643500000,0.1638425533
0.1192973615,0.1643600000,0.1638489850
0.1192989468,0.1643700000,0.1638509734
0.1193340963,0.1643800000,0.1638950575
0.1193455631,0.1643900000,0.1639094385
0.1193556406,0.1644000000,0.1639220770
0.1193619525,0.1644100000,0.1639299928
0.1193640619,0.1644200000,0.1639326382
0.1193736511,0.1644300000,0.1639446639
0.1193741980,0.1644400000,0.1639453499
0.1194076055,0.1644500000,0.1639872445
0.1194267083,0.1644600000,0.1640111995
0.1194352089,0.1644700000,0.1640218589
0.1194381645,0.1644800000,0.1640255651
0.1194451426,0.1644900000,0.1640343154
0.1194744822,0.1645000000,0.1640711050
0.1194855094,0.1645100000,0.1640849318
0.1194940033,0.1645200000,0.1640955820
0.1195001817,0.1645300000,0.1641033287
0.1195042807,0.1645400000,0.1641084682
0.1195070468,0.1645500000,0.1641119365
0.1195349191,0.1645600000,0.1641468829
0.1195375416,0.1645700000,0.1641501710
0.1195415862,0.1645800000,0.1641552420
0.1195428617,0.1645900000,0.1641568411
0.1195465409,0.1646000000,0.1641614540
0.1195577769,0.1646100000,0.1641755411
0.1195596262,0.1646200000,0.1641778597
0.1195689768,0.1646300000,0.1641895827
0.1195715675,0.1646400000,0.1641928307
0.1195992583,0.1646500000,0.1642275462
0.1196019739,0.1646600000,0.1642309506
0.1196029745,0.1646700000,0.1642322051
0.1196153957,0.1646800000,0.1642477768
0.1196270167,0.1646900000,0.1642623451
0.1196302985,0.1647000000,0.1642664592
0.1196699897,0.1647100000,0.1643162146
0.1196814363,0.1647200000,0.1643305630
0.1196850442,0.1647300000,0.1643350855
0.1196956782,0.1647400000,0.1643484151
0.1197008498,0.1647500000,0.1643548976
0.1197088385,0.1647600000,0.1643649112
0.1197100314,0.1647700000,0.1643664064
0.1197138791,0.1647800000,0.1643712292
0.1197148877,0.1647900000,0.1643724935
0.1197151366,0.1648000000,0.1643728055
0.1197193506,0.1648100000,0.1643780875
0.1197345184,0.1648200000,0.1643970991
0.1197461154,0.1648300000,0.1644116347
0.1197743960,0.1648400000,0.1644470803
0.1197975697,0.1648500000,0.1644761241
0.1198143808,0.1648600000,0.1644971929
0.1198263229,0.1648700000,0.1645121593
0.1198308085,0.1648800000,0.1645177808
0.1198355650,0.1648900000,0.1645237417
0.1198405252,0.1649000000,0.1645299578
0.1198449261,0.1649100000,0.1645354731
0.1198498176,0.1649200000,0.1645416031
0.1198758403,0.1649300000,0.1645742138
0.1198764590,0.1649400000,0.1645749891
0.1198875030,0.1649500000,0.1645888286
0.1198932822,0.1649600000,0.1645960705
0.1199028057,0.1649700000,0.1646080045
0.1199059492,0.1649800000,0.1646119435
0.1199242008,0.1649900000,0.1646348140
0.1199273225,0.1650000000,0.1646387256
0.1199309536,0.1650100000,0.1646432756
0.1199405647,0.1650200000,0.1646553185
0.1199407145,0.1650300000,0.1646555061
0.1199506449,0.1650400000,0.1646679491
0.1199517346,0.1650500000,0.1646693144
0.1199669730,0.1650600000,0.1646884079
0.1199773711,0.1650700000,0.1647014362
0.1199815800,0.1650800000,0.1647067098
0.1199857010,0.1650900000,0.1647118730
0.1199905232,0.1651000000,0.1647179150
0.1200003596,0.1651100000,0.1647302392
0.1200017225,0.1651200000,0.1647319468
0.1200069553,0.1651300000,0.1647385028
0.1200196248,0.1651400000,0.1647543763
0.1200249119,0.1651500000,0.1647610003
0.1200292814,0.1651600000,0.1647664746
0.1200452290,0.1651700000,0.1647864543
0.1200806156,0.1651800000,0.1648307862
0.1201074421,0.1651900000,0.1648643925
0.1201283014,0.1652000000,0.1648905226
0.1201387867,0.1652100000,0.1649036570
0.1201536714,0.1652200000,0.1649223021
0.1201588652,0.1652300000,0.1649288079
0.1201594291,0.1652400000,0.1649295143
0.1201685784,0.1652500000,0.1649409747
0.1201710885,0.1652600000,0.1649441188
0.1201773498,0.1652700000,0.1649519615
0.1201807655,0.1652800000,0.1649562400
0.1201992760,0.1652900000,0.1649794253
0.1202083690,0.1653000000,0.1649908144
0.1202254533,0.1653100000,0.1650122125
0.1202310863,0.1653200000,0.1650192677
0.1202369503,0.1653300000,0.1650266121
0.1202558840,0.1653400000,0.1650503254
0.1202610636,0.1653500000,0.1650568126
0.1202622635,0.1653600000,0.1650583153
0.1202679775,0.1653700000,0.1650654715
0.1202684166,0.1653800000,0.1650660215
0.1202716975,0.1653900000,0.1650701305
0.1202753852,0.1654000000,0.1650747489
0.1202877416,0.1654100000,0.1650902238
0.1202882718,0.1654200000,0.1650908878
0.1202943806,0.1654300000,0.1650985382
0.1202989928,0.1654400000,0.1651043142
0.1203159560,0.1654500000,0.1651255577
0.1203241967,0.1654600000,0.1651358777
0.1203442708,0.1654700000,0.1651610159
0.1203520668,0.1654800000,0.1651707785
0.1203678670,0.1654900000,0.1651905640
0.1203745585,0.1655000000,0.1651989431
0.1203797685,0.1655100000,0.1652054670
0.1203931004,0.1655200000,0.1652221610
0.1203947832,0.1655300000,0.1652242681
0.1203959970,0.1655400000,0.1652257880
0.1204025058,0.1655500000,0.1652339380
0.1204153078,0.1655600000,0.1652499679
0.1204185898,0.1655700000,0.1652540774
0.1204221017,0.1655800000,0.1652584746
0.1204288089,0.1655900000,0.1652668728
0.1204292214,0.1656000000,0.1652673893
0.1204463787,0.1656100000,0.1652888716
0.1204536697,0.1656200000,0.1652980004
0.1204602155,0.1656300000,0.1653061961
0.1204711092,0.1656400000,0.1653198353
0.1204776909,0.1656500000,0.1653280756
0.1204917132,0.1656600000,0.1653456315
0.1204979001,0.1656700000,0.1653533773
0.1204994987,0.1656800000,0.1653553788
0.1205282647,0.1656900000,0.1653913921
0.1205355291,0.1657000000,0.1654004864
0.1205399525,0.1657100000,0.1654060241
0.1205438764,0.1657200000,0.1654109363
0.1205481723,0.1657300000,0.1654163143
0.1205486618,0.1657400000,0.1654169271
0.1205661618,0.1657500000,0.1654388346
0.1205833464,0.1657600000,0.1654603467
0.1205865604,0.1657700000,0.1654643700
0.1205916575,0.1657800000,0.1654707505
0.1205967862,0.1657900000,0.1654771706
0.1206011509,0.1658000000,0.1654826342
0.1206026039,0.1658100000,0.1654844531
0.1206069370,0.1658200000,0.1654898771
0.1206130487,0.1658300000,0.1654975275
0.1206138723,0.1658400000,0.1654985584
0.1206162301,0.1658500000,0.1655015098
0.1206171772,0.1658600000,0.1655026954
0.1206192779,0.1658700000,0.1655053250
0.1206358427,0.1658800000,0.1655260595
0.1206713254,0.1658900000,0.1655704724
0.1206730781,0.1659000000,0.1655726661
0.1207065733,0.1659100000,0.1656145891
0.1207121736,0.1659200000,0.1656215983
0.1207163455,0.1659300000,0.1656268197
0.1207322143,0.1659400000,0.1656466802
0.1207353434,0.1659500000,0.1656505964
0.1207567980,0.1659600000,0.1656774469
0.1207678785,0.1659700000,0.1656913138
0.1207685300,0.1659800000,0.1656921292
0.1207757442,0.1659900000,0.1657011574
0.1207776490,0.1660000000,0.1657035411
0.1207926574,0.1660100000,0.1657223231
0.1207965195,0.1660200000,0.1657271562
0.1208101497,0.1660300000,0.1657442129
0.1208122871,0.1660400000,0.1657468877
0.1208145239,0.1660500000,0.1657496868
0.1208148964,0.1660600000,0.1657501529
0.1208192752,0.1660700000,0.1657556323
0.1208509941,0.1660800000,0.1657953234
0.1208568230,0.1660900000,0.1658026171
0.1208674332,0.1661000000,0.1658158936
0.1208778129,0.1661100000,0.1658288813
0.1208832349,0.1661200000,0.1658356655
0.1208848203,0.1661300000,0.1658376493
0.1208977190,0.1661400000,0.1658537886
0.1209000842,0.1661500000,0.1658567479
0.1209063601,0.1661600000,0.1658646003
0.1209135251,0.1661700000,0.1658735652
0.1209342787,0.1661800000,0.1658995315
0.1209414481,0.1661900000,0.1659085015
0.1209465527,0.1662000000,0.1659148880
0.1209507440,0.1662100000,0.1659201318
0.1209568406,0.1662200000,0.1659277594
0.1209585471,0.1662300000,0.1659298944
0.1209683458,0.1662400000,0.1659421534
0.1209765157,0.1662500000,0.1659523747
0.1209937880,0.1662600000,0.1659739832
0.1209945618,0.1662700000,0.1659749513
0.1209980324,0.1662800000,0.1659792932
0.1210016467,0.1662900000,0.1659838147
0.1210075171,0.1663000000,0.1659911587
0.1210095018,0.1663100000,0.1659936416
0.1210235815,0.1663200000,0.1660112552
0.1210251389,0.1663300000,0.1660132036
0.1210269551,0.1663400000,0.1660154755
0.1210428033,0.1663500000,0.1660353011
0.1210575441,0.1663600000,0.1660537408
0.1210716910,0.1663700000,0.1660714373
0.1210777805,0.1663800000,0.1660790546
0.1210789450,0.1663900000,0.1660805112
0.1210943611,0.1664000000,0.1660997947
0.1210985939,0.1664100000,0.1661050892
0.1211216093,0.1664200000,0.1661338774
0.1211343302,0.1664300000,0.1661497885
0.1211408455,0.1664400000,0.1661579376
0.1211422636,0.1664500000,0.1661597113
0.1211428853,0.1664600000,0.1661604890
0.1211464717,0.1664700000,0.1661649747
0.1211520686,0.1664800000,0.1661719750
0.1211576726,0.1664900000,0.1661789841
0.1211655474,0.1665000000,0.1661888333
0.1211761808,0.1665100000,0.1662021326
0.1211982390,0.1665200000,0.1662297202
0.1212015651,0.1665300000,0.1662338800
0.1212032093,0.1665400000,0.1662359363
0.1212268263,0.1665500000,0.1662654723
0.1212515228,0.1665600000,0.1662963573
0.1212595205,0.1665700000,0.1663063588
0.1212605490,0.1665800000,0.1663076449
0.1212606305,0.1665900000,0.1663077469
0.1212743528,0.1666000000,0.1663249070
0.1212744076,0.1666100000,0.1663249754
0.1212788217,0.1666200000,0.1663304954
0.1212833614,0.1666300000,0.1663361723
0.1212886005,0.1666400000,0.1663427236
0.1212903589,0.1666500000,0.1663449225
0.1213073980,0.1666600000,0.1663662293
0.1213166155,0.1666700000,0.1663777553
0.1213178944,0.1666800000,0.1663793544
0.1213376267,0.1666900000,0.1664040280
0.1213502810,0.1667000000,0.1664198507
0.1213573052,0.1667100000,0.1664286335
0.1213901779,0.1667200000,0.1664697351
0.1213911079,0.1667300000,0.1664708978
0.1214016175,0.1667400000,0.1664840379
0.1214028373,0.1667500000,0.1664855629
0.1214036254,0.1667600000,0.1664865483
0.1214048314,0.1667700000,0.1664880561
0.1214195410,0.1667800000,0.1665064469
0.1214269936,0.1667900000,0.1665157643
0.1214441501,0.1668000000,0.1665372136
0.1214457812,0.1668100000,0.1665392527
0.1214535681,0.1668200000,0.1665489879
0.1214631978,0.1668300000,0.1665610266
0.1214640445,0.1668400000,0.1665620850
0.1214709298,0.1668500000,0.1665706928
0.1214829464,0.1668600000,0.1665857150
0.1214948700,0.1668700000,0.1666006208
0.1214985052,0.1668800000,0.1666051652
0.1215028482,0.1668900000,0.1666105944
0.1215047688,0.1669000000,0.1666129953
0.1215055455,0.1669100000,0.1666139662
0.1215088221,0.1669200000,0.1666180622
0.1215131383,0.1669300000,0.1666234578
0.1215255263,0.1669400000,0.1666389434
0.1215574618,0.1669500000,0.1666788631
0.1215593893,0.1669600000,0.1666812724
0.1215634726,0.1669700000,0.1666863766
0.1215714655,0.1669800000,0.1666963673
0.1215976341,0.1669900000,0.1667290763
0.1215992395,0.1670000000,0.1667310828
0.1216069108,0.1670100000,0.1667406713
0.1216125228,0.1670200000,0.1667476855
0.1216318204,0.1670300000,0.1667718049
0.1216437627,0.1670400000,0.1667867308
0.1216746818,0.1670500000,0.1668253732
0.1216926980,0.1670600000,0.1668478888
0.1216951062,0.1670700000,0.1668508984
0.1216965106,0.1670800000,0.1668526535
0.1217019616,0.1670900000,0.1668594657
0.1217051098,0.1671000000,0.1668634000
0.1217144503,0.1671100000,0.1668750728
0.1217388366,0.1671200000,0.1669055475
0.1217477221,0.1671300000,0.1669166512
0.1217685233,0.1671400000,0.1669426444
0.1217893482,0.1671500000,0.1669686665
0.1217976299,0.1671600000,0.1669790149
0.1218045329,0.1671700000,0.1669876403
0.1218405363,0.1671800000,0.1670326260
0.1218769017,0.1671900000,0.1670780615
0.1218789154,0.1672000000,0.1670805775
0.1218790395,0.1672100000,0.1670807325
0.1218822367,0.1672200000,0.1670847270
0.1218939792,0.1672300000,0.1670993976
0.1218984377,0.1672400000,0.1671049679
0.1219132705,0.1672500000,0.1671234989
0.1219147909,0.1672600000,0.1671253983
0.1219232870,0.1672700000,0.1671360126
0.1219327629,0.1672800000,0.1671478506
0.1219457125,0.1672900000,0.1671640282
0.1219485756,0.1673000000,0.1671676049
0.1219612818,0.1673100000,0.1671834779
0.1219672967,0.1673200000,0.1671909918
0.1219705356,0.1673300000,0.1671950379
0.1219778213,0.1673400000,0.1672041393
0.1219824899,0.1673500000,0.1672099712
0.1219928464,0.1673600000,0.1672229082
0.1219956996,0.1673700000,0.1672264724
0.1219988470,0.1673800000,0.1672304040
0.1220058255,0.1673900000,0.1672391212
0.1220186766,0.1674000000,0.1672551739
0.1220401502,0.1674100000,0.1672819965
0.1220421335,0.1674200000,0.1672844738
0.1220482121,0.1674300000,0.1672920664
0.1220609523,0.1674400000,0.1673079794
0.1220747033,0.1674500000,0.1673251549
0.1220841407,0.1674600000,0.1673369422
0.1220845851,0.1674700000,0.1673374972
0.1220867777,0.1674800000,0.1673402358
0.1220902518,0.1674900000,0.1673445748
0.1220968215,0.1675000000,0.1673527802
0.1221029755,0.1675100000,0.1673604664
0.1221087926,0.1675200000,0.1673677317
0.1221123950,0.1675300000,0.1673722309
0.1221146545,0.1675400000,0.1673750528
0.1221449865,0.1675500000,0.1674129348
0.1221588960,0.1675600000,0.1674303059
0.1221601328,0.1675700000,0.1674318505
0.1221873779,0.1675800000,0.1674658749
0.1222102601,0.1675900000,0.1674944498
0.1222126195,0.1676000000,0.1674973960
0.1222158149,0.1676100000,0.1675013863
0.1222211701,0.1676200000,0.1675080736
0.1222355372,0.1676300000,0.1675260141
0.1222444048,0.1676400000,0.1675370871
0.1222449500,0.1676500000,0.1675377679
0.1222672651,0.1676600000,0.1675656321
0.1222685595,0.1676700000,0.1675672485
0.1222708273,0.1676800000,0.1675700801
0.1222745216,0.1676900000,0.1675746930
0.1222890540,0.1677000000,0.1675928384
0.1222909332,0.1677100000,0.1675951849
0.1222985578,0.1677200000,0.1676047049
0.1223068313,0.1677300000,0.1676150351
0.1223083466,0.1677400000,0.1676169271
0.1223152146,0.1677500000,0.1676255022
0.1223181244,0.1677600000,0.1676291353
0.1223248463,0.1677700000,0.1676375279
0.1223368600,0.1677800000,0.1676525273
0.1223612307,0.1677900000,0.1676829541
0.1223651753,0.1678000000,0.1676878789
0.1223713837,0.1678100000,0.1676956299
0.1223751196,0.1678200000,0.1677002939
0.1223784739,0.1678300000,0.1677044816
0.1223810651,0.1678400000,0.1677077166
0.1223951921,0.1678500000,0.1677253530
0.1223989277,0.1678600000,0.1677300166
0.1224041610,0.1678700000,0.1677365499
0.1224191001,0.1678800000,0.1677551996
0.1224231731,0.1678900000,0.1677602842
0.1224268947,0.1679000000,0.1677649301
0.1224284980,0.1679100000,0.1677669315
0.1224291369,0.1679200000,0.1677677291
0.1224323558,0.1679300000,0.1677717473
0.1224339262,0.1679400000,0.1677737078
0.1224562607,0.1679500000,0.1678015883
0.1224878487,0.1679600000,0.1678410186
0.1224887578,0.1679700000,0.1678421535
0.1225085513,0.1679800000,0.1678668601
0.1225423766,0.1679900000,0.1679090797
0.1225496223,0.1680000000,0.1679181233
0.1225577125,0.1680100000,0.1679282207
0.1225664362,0.1680200000,0.1679391088
0.1225685953,0.1680300000,0.1679418036
0.1225704993,0.1680400000,0.1679441798
0.1225732374,0.1680500000,0.1679475973
0.1225946293,0.1680600000,0.1679742956
0.1226045691,0.1680700000,0.1679867008
0.1226192527,0.1680800000,0.1680050259
0.1226233817,0.1680900000,0.1680101790
0.1226274455,0.1681000000,0.1680152505
0.1226392922,0.1681100000,0.1680300348
0.1226432016,0.1681200000,0.1680349135
0.1226581502,0.1681300000,0.1680535683
0.1226626877,0.1681400000,0.1680592308
0.1226636452,0.1681500000,0.1680604257
0.1226766781,0.1681600000,0.1680766894
0.1226848753,0.1681700000,0.1680869185
0.1226961058,0.1681800000,0.1681009326
0.1227180453,0.1681900000,0.1681283093
0.1227269742,0.1682000000,0.1681394507
0.1227341958,0.1682100000,0.1681484617
0.1227344048,0.1682200000,0.1681487225
0.1227465389,0.1682300000,0.1681638630
0.1227465534,0.1682400000,0.1681638812
0.1227472983,0.1682500000,0.1681648106
0.1227577036,0.1682600000,0.1681777937
0.1227590479,0.1682700000,0.1681794710
0.1227593565,0.1682800000,0.1681798561
0.1227606777,0.1682900000,0.1681815046
0.1227688032,0.1683000000,0.1681916430
0.1227718326,0.1683100000,0.1681954227
0.1227838237,0.1683200000,0.1682103840
0.1227894642,0.1683300000,0.1682174215
0.1227975531,0.1683400000,0.1682275138
0.1228138413,0.1683500000,0.1682478357
0.1228165947,0.1683600000,0.1682512709
0.1228237927,0.1683700000,0.1682602512
0.1228352162,0.1683800000,0.1682745032
0.1228359347,0.1683900000,0.1682753996
0.1228424789,0.1684000000,0.1682835640
0.1228501568,0.1684100000,0.1682931427
0.1228522097,0.1684200000,0.1682957038
0.1228561431,0.1684300000,0.1683006110
0.1228728692,0.1684400000,0.1683214772
0.1228759132,0.1684500000,0.1683252747
0.1228893948,0.1684600000,0.1683420930
0.1228920932,0.1684700000,0.1683454593
0.1228923109,0.1684800000,0.1683457308
0.1228981128,0.1684900000,0.1683529685
0.1229037091,0.1685000000,0.1683599497
0.1229049801,0.1685100000,0.1683615353
0.1229470749,0.1685200000,0.1684140451
0.1229472470,0.1685300000,0.1684142598
0.1229477757,0.1685400000,0.1684149192
0.1229578645,0.1685500000,0.1684275037
0.1229647836,0.1685600000,0.1684361342
0.1229681293,0.1685700000,0.1684403075
0.1229739879,0.1685800000,0.1684476151
0.1229798536,0.1685900000,0.1684549316
0.1229810252,0.1686000000,0.1684563928
0.1229878516,0.1686100000,0.1684649074
0.1230111738,0.1686200000,0.1684939968
0.1230139623,0.1686300000,0.1684974749
0.1230250031,0.1686400000,0.1685112454
0.1230286243,0.1686500000,0.1685157618
0.1230358171,0.1686600000,0.1685247328
0.1230627075,0.1686700000,0.1685582702
0.1230629535,0.1686800000,0.1685585771
0.1230677776,0.1686900000,0.1685645934
0.1230905373,0.1687000000,0.1685929778
0.1230917747,0.1687100000,0.1685945210
0.1231054698,0.1687200000,0.1686116001
0.1231076109,0.1687300000,0.1686142702
0.1231085186,0.1687400000,0.1686154022
0.1231217025,0.1687500000,0.1686318433
0.1231322349,0.1687600000,0.1686449777
0.1231347667,0.1687700000,0.1686481349
0.1231403650,0.1687800000,0.1686551161
0.1231483547,0.1687900000,0.1686650794
0.1231906416,0.1688000000,0.1687178095
0.1231914314,0.1688100000,0.1687187944
0.1231931582,0.1688200000,0.1687209476
0.1232082252,0.1688300000,0.1687397347
0.1232150879,0.1688400000,0.1687482917
0.1232218189,0.1688500000,0.1687566843
0.1232416300,0.1688600000,0.1687813858
0.1232416849,0.1688700000,0.1687814542
0.1232449222,0.1688800000,0.1687854906
0.1232474574,0.1688900000,0.1687886515
0.1232654329,0.1689000000,0.1688110633
0.1232753054,0.1689100000,0.1688233721
0.1232828680,0.1689200000,0.1688328008
0.1232884967,0.1689300000,0.1688398183
0.1233031101,0.1689400000,0.1688580373
0.1233168319,0.1689500000,0.1688751443
0.1233189184,0.1689600000,0.1688777455
0.1233216743,0.1689700000,0.1688811812
0.1233227104,0.1689800000,0.1688824729
0.1233261181,0.1689900000,0.1688867211
0.1233366381,0.1690000000,0.1688998360
0.1233387508,0.1690100000,0.1689024698
0.1233396655,0.1690200000,0.1689036102
0.1233445278,0.1690300000,0.1689096717
0.1233511936,0.1690400000,0.1689179814
0.1233513295,0.1690500000,0.1689181509
0.1233563649,0.1690600000,0.1689244281
0.1233609292,0.1690700000,0.1689301180
0.1233623442,0.1690800000,0.1689318819
0.1233697083,0.1690900000,0.1689410619
0.1233736055,0.1691000000,0.1689459202
0.1233873983,0.1691100000,0.1689631138
0.1233875264,0.1691200000,0.1689632735
0.1233947854,0.1691300000,0.1689723223
0.1233961852,0.1691400000,0.1689740671
0.1234048511,0.1691500000,0.1689848695
0.1234423614,0.1691600000,0.1690316256
0.1234470436,0.1691700000,0.1690374617
0.1234551958,0.1691800000,0.1690476229
0.1234588153,0.1691900000,0.1690521343
0.1234707537,0.1692000000,0.1690670145
0.1234764837,0.1692100000,0.1690741563
0.1234878856,0.1692200000,0.1690883674
0.1234926339,0.1692300000,0.1690942855
0.1235099472,0.1692400000,0.1691158637
0.1235106847,0.1692500000,0.1691167830
0.1235126078,0.1692600000,0.1691191797
0.1235133251,0.1692700000,0.1691200738
0.1235169493,0.1692800000,0.1691245907
0.1235225109,0.1692900000,0.1691315221
0.1235328322,0.1693000000,0.1691443855
0.1235404810,0.1693100000,0.1691539180
0.1235479547,0.1693200000,0.1691632322
0.1235481016,0.1693300000,0.1691634152
0.1235486710,0.1693400000,0.1691641249
0.1235593832,0.1693500000,0.1691774749
0.1235616883,0.1693600000,0.1691803476
0.1235684007,0.1693700000,0.1691887127
0.1235929420,0.1693800000,0.1692192960
0.1235956519,0.1693900000,0.1692226729
0.1235987500,0.1694000000,0.1692265337
0.1236168710,0.1694100000,0.1692491150
0.1236391786,0.1694200000,0.1692769127
0.1236446758,0.1694300000,0.1692837626
0.1236531308,0.1694400000,0.1692942982
0.1236579143,0.1694500000,0.1693002586
0.1236667522,0.1694600000,0.1693112710
0.1236674556,0.1694700000,0.1693121474
0.1236703892,0.1694800000,0.1693158029
0.1236767200,0.1694900000,0.1693236912
0.1236801945,0.1695000000,0.1693280204
0.1236849887,0.1695100000,0.1693339939
0.1236914967,0.1695200000,0.1693421029
0.1236938307,0.1695300000,0.1693450110
0.1236981697,0.1695400000,0.1693504173
0.1237036046,0.1695500000,0.1693571890
0.1237158624,0.1695600000,0.1693724617
0.1237393582,0.1695700000,0.1694017355
0.1237608910,0.1695800000,0.1694285627
0.1237617734,0.1695900000,0.1694296622
0.1237640426,0.1696000000,0.1694324892
0.1237915014,0.1696100000,0.1694666981
0.1237959954,0.1696200000,0.1694722967
0.1237960683,0.1696300000,0.1694723875
0.1237996660,0.1696400000,0.1694768695
0.1238037471,0.1696500000,0.1694819536
0.1238150772,0.1696600000,0.1694960683
0.1238284970,0.1696700000,0.1695127860
0.1238327222,0.1696800000,0.1695180493
0.1238353803,0.1696900000,0.1695213607
0.1238361713,0.1697000000,0.1695223460
0.1238365720,0.1697100000,0.1695228452
0.1238402062,0.1697200000,0.1695273723
0.1238411438,0.1697300000,0.1695285402
0.1238413206,0.1697400000,0.1695287605
0.1238432584,0.1697500000,0.1695311745
0.1238501202,0.1697600000,0.1695397221
0.1238530442,0.1697700000,0.1695433646
0.1238619251,0.1697800000,0.1695544273
0.1238686992,0.1697900000,0.1695628655
0.1238762135,0.1698000000,0.1695722258
0.1238843302,0.1698100000,0.1695823362
0.1238849299,0.1698200000,0.1695830831
0.1238966625,0.1698300000,0.1695976974
0.1239036243,0.1698400000,0.1696063690
0.1239097887,0.1698500000,0.1696140473
0.1239258577,0.1698600000,0.1696340623
0.1239279428,0.1698700000,0.1696366593
0.1239300902,0.1698800000,0.1696393341
0.1239355228,0.1698900000,0.1696461006
0.1239458326,0.1699000000,0.1696589417
0.1239462559,0.1699100000,0.1696594688
0.1239596369,0.1699200000,0.1696761348
0.1239675755,0.1699300000,0.1696860222
0.1239761532,0.1699400000,0.1696967054
0.1239857454,0.1699500000,0.1697086520
0.1239974611,0.1699600000,0.1697232430
0.1240018750,0.1699700000,0.1697287401
0.1240040455,0.1699800000,0.1697314433
0.1240118949,0.1699900000,0.1697412189
0.1240139551,0.1700000000,0.1697437847
0.1240171921,0.1700100000,0.1697478159
0.1240220739,0.1700200000,0.1697538956
0.1240359204,0.1700300000,0.1697711395
0.1240436379,0.1700400000,0.1697807503
0.1240462501,0.1700500000,0.1697840034
0.1240487618,0.1700600000,0.1697871312
0.1240528201,0.1700700000,0.1697921851
